address,area,baths,beds,building type,latitude,longitude,neighborhood,price
3531 Bronxwood Avenue #2K,1100.0,1.0,2.0,Co-op,40.87649918,-73.86039734,Williamsbridge,105000.0
2749 Gifford Avenue,3000.0,N/A,4.0,House,40.83160019,-73.83229828,Schuylerville,619000.0
840 Dean Avenue,3800.0,N/A,5.0,Multi-family,40.83309937,-73.81610107,Throgs Neck,1450000.0
439 W.263rd Street,N/A,N/A,6.0,Multi-family,40.91270065,-73.90139771,Riverdale,910000.0
4440 Waldo Avenue,2808.0,3.0,5.0,House,40.89210129,-73.90149689,Fieldston,1895000.0
1153 Burke Avenue,2683.0,,N/A,Multi-family,40.87139893,-73.85340118,Laconia,549000.0
785 East 181st Street #22,800.0,1.0,2.0,Co-op,40.84759903,-73.88500214,East Tremont,100000.0
217 Longstreet Avenue,1944.0,N/A,3.0,House,40.81930161,-73.80660248,Throgs Neck,469000.0
728 Coster Street,2160.0,2.0,6.0,Multi-family,40.81529999,-73.88739777,Hunts Point,535000.0
2404 Eastchester Road,927.0,2.0,2.0,House,40.86119843,-73.84269714,Pelham Gardens,649000.0
1641 Bogart Avenue,1826.0,3.0,3.0,Multi-family,40.84500122,-73.85639954,Morris Park,589000.0
15 Harper Court,2166.0,3.0,5.0,Multi-family,40.88479996,-73.83509827,Edenwald,599000.0
610 Waring Avenue #1D,859.0,1.0,2.0,Condo,40.86109924,-73.87000275,Bronxwood,195000.0
2106 Lacombe Avenue,2106.0,N/A,4.0,Multi-family,40.81639862,-73.85009766,Castle Hill,419000.0
4229 Bruner Avenue,1186.0,N/A,3.0,House,40.89530182,-73.84860229,Wakefield,429000.0
271 East 240th Street,1938.0,N/A,3.0,House,40.90110016,-73.86849976,Woodlawn,389000.0
5425 Valles Avenue #6GH,1650.0,2.0,3.0,Co-op,40.90209961,-73.90010071,Riverdale,425000.0
4720 Grosvenor Avenue,5158.0,4.5,5.0,House,40.89670181,-73.9048996,Fieldston,3200000.0
609 Kappock Street #5A,932.0,1.0,1.0,Co-op,40.87979889,-73.91629791,Spuyten Duyvil,250000.0
4295 Webster Avenue #2F,1100.0,1.0,2.0,Co-op,40.89910126,-73.86260223,Woodlawn,225000.0
2983 Lawton Avenue,1600.0,3.0,4.0,Multi-family,40.81809998,-73.81420135,Throgs Neck,569000.0
1219 Evergreen Avenue,1560.0,2.0,4.0,Multi-family,40.82910156,-73.88150024,Soundview,629000.0
2239 Story Avenue,2800.0,2.0,6.0,Multi-family,40.82590103,-73.84809875,Castle Hill,580000.0
551 Saint Lawrence Avenue,1522.0,2.0,5.0,Multi-family,40.81629944,-73.86389923,Soundview,549000.0
1144 East 225th Street,1894.0,N/A,4.0,Multi-family,40.88330078,-73.84780121,Edenwald,599000.0
753 Bartholdi Street,2068.0,2.0,6.0,Multi-family,40.8742981,-73.86489868,Williamsbridge,669000.0
740 Revere Avenue,3321.0,4.0,5.0,Multi-family,40.82699966,-73.82389832,Throgs Neck,905000.0
1252 Teller Avenue,2730.0,2.0,5.0,Multi-family,40.83340073,-73.91069794,Concourse,549000.0
85 Poplar Avenue #85,430.0,N/A,2.0,Co-op,40.81349945,-73.8085022,Bronx,269999.0
2730 Schurz Avenue #K4,1234.0,N/A,2.0,Condo,40.8132019,-73.82089996,Throgs Neck,499000.0
5800 Arlington Avenue #1F,898.0,1.0,2.0,Co-op,40.90819931,-73.90550232,Riverdale,269999.0
5445 Palisade Avenue,4060.0,3.5,6.0,House,40.9056015,-73.91259766,Riverdale,2550000.0
1618 Bayview Avenue,1724.0,1.0,2.0,House,40.84659958,-73.81710052,Country Club,225000.0
2727 Palisade Avenue #16A,800.0,1.0,1.0,Co-op,40.8830986,-73.92099762,Spuyten Duyvil,369000.0
1137 Noble Avenue,2992.0,3.0,7.0,Multi-family,40.82849884,-73.86979675,Soundview,800000.0
226 Bowne Street,2629.0,N/A,5.0,House,40.8512001,-73.78600311,City Island,799000.0
2410 Davidson Avenue #A22,600.0,1.0,2.0,Co-op,40.86180115,-73.90260315,University Heights,95000.0
2871 Grace Avenue,3201.0,4.0,6.0,Multi-family,40.86930084,-73.8348999,Baychester,575000.0
2865 Grace Avenue,3105.0,4.0,6.0,Multi-family,40.86930084,-73.8348999,Baychester,575000.0
334 Pennyfield Avenue,1188.0,2.0,3.0,House,40.81610107,-73.80840302,Locust Point,439900.0
1372 Zerega Avenue,3021.0,3.0,9.0,Multi-family,40.83670044,-73.84629822,Westchester Village,669000.0
2532 Tiemann Avenue,1944.0,N/A,3.0,House,40.86380005,-73.83779907,Pelham Gardens,475000.0
934 East 165th Street,3001.0,6.0,7.0,Multi-family,40.82369995,-73.89610291,Longwood,699000.0
1960 East Tremont Avenue #7B,686.0,1.0,1.0,Condo,40.83990097,-73.85990143,Parkchester,125000.0
1015 Summit Avenue #5C,650.0,1.0,1.0,Co-op,40.83380127,-73.93019867,Highbridge,72000.0
2621 Palisade Avenue #14J,N/A,2.0,2.0,Co-op,40.88259888,-73.92150116,Spuyten Duyvil,750000.0
1618 Bayview Avenue,1724.0,1.0,2.0,House,40.84659958,-73.81710052,Country Club,225000.0
2580 Schurz Avenue,3900.0,N/A,6.0,Multi-family,40.81129837,-73.8259964,Throgs Neck,1750000.0
2201 Palmer Avenue #1A,750.0,1.0,1.0,Co-op,40.86009979,-73.82589722,Co-op City,120000.0
3321 Bruckner Boulevard #2L,550.0,1.0,N/A,Co-op,40.84199905,-73.82649994,Schuylerville,59000.0
1425 Thieriot Avenue #4G,925.0,1.0,2.0,Co-op,40.83739853,-73.86569977,Parkchester,150000.0
1506 Overing Street #7C,750.0,1.0,1.0,Co-op,40.8409996,-73.84549713,Westchester Village,105000.0
222 Husson Avenue,1368.0,N/A,4.0,House,40.81069946,-73.85119629,Soundview,429000.0
827 Hollywood Avenue,1296.0,N/A,3.0,House,40.82979965,-73.82160187,Throgs Neck,495000.0
2685 Creston Avenue #2D,915.0,1.0,1.0,Co-op,40.86759949,-73.89510345,Fordham,175000.0
850 Dean Avenue #850-2,1275.0,2.0,2.0,Condo,40.83309937,-73.81610107,Throgs Neck,689000.0
3962 Bronx Boulevard,2680.0,3.0,7.0,Multi-family,40.8885994,-73.86419678,Wakefield,599000.0
2630 Kingsbridge Terrace #4Y,800.0,1.0,1.0,Co-op,40.86940002,-73.90609741,University Heights,135000.0
335 East 209th Street #B7,850.0,1.0,1.0,Co-op,40.87689972,-73.87419891,Norwood,102000.0
601 Pelham Parkway #205,750.0,1.0,1.0,Co-op,40.85779953,-73.87069702,Bronxwood,189000.0
