"address","area","baths","beds","buildingtype","latitude","longitude","neighborhood","price","borough","pricearea","coastdist"
"330 Jackson Avenue",1500,2,3,"House",40.80720139,-73.91120148,"North New York",299000,"bronx",199.333333333,323.569971261548
"5276 Post Road",4202,1,2,"House",40.89929962,-73.89810181,"Fieldston",975000,"bronx",232.03236554,1037.42328724719
"55 Island Point",1969,3.5,3,"Condo",40.84749985,-73.78250122,"City Island",858000,"bronx",435.754189944,2159.92909748445
"4124 De Reimer Avenue",1096,2,2,"House",40.89390182,-73.84279633,"Edenwald",245000,"bronx",223.540145985,2845.3467010887
"555 Kappock Street #3K",750,1,1,"Co-op",40.87810135,-73.91690063,"Spuyten Duyvil",165000,"bronx",220,418.838171534215
"555 Kappock Street #16U",850,1,1,"Co-op",40.87810135,-73.91690063,"Spuyten Duyvil",174900,"bronx",205.764705882,418.838171534215
"555 Kappock Street #8B",800,1,1,"Co-op",40.87810135,-73.91690063,"Spuyten Duyvil",185000,"bronx",231.25,418.838171534215
"601 Pelham Parkway #205",750,1,1,"Co-op",40.85779953,-73.87069702,"Bronxwood",189000,"bronx",252,2844.67212653681
"609 Kappock Street #5A",932,1,1,"Co-op",40.87979889,-73.91629791,"Spuyten Duyvil",250000,"bronx",268.240343348,329.153668370999
"640 West 237th Street #5C",1906,3.5,3,"Condo",40.88750076,-73.91259766,"Riverdale",1350000,"bronx",708.289611752,543.93138442161
"3199 Oxford Avenue #1",2600,3,5,"Multi-family",40.88389969,-73.90989685,"Spuyten Duyvil",825000,"bronx",317.307692308,457.016218719581
"253 West 254th Street",1668,2.5,4,"House",40.90159988,-73.89990234,"Riverdale",775000,"bronx",464.628297362,850.169870469241
"4673 Delafield Avenue",4200,4,5,"House",40.89609909,-73.90740204,"Fieldston",1685000,"bronx",401.19047619,574.642730288608
"645 West 239th Street #1C",1350,2,2,"Co-op",40.88999939,-73.91239929,"Riverdale",399900,"bronx",296.222222222,472.489595628199
"485 West 246th Street",5200,3.5,4,"House",40.89410019,-73.90769958,"Fieldston",1995000,"bronx",383.653846154,623.275104223571
"5445 Palisade Avenue",4060,3.5,6,"House",40.9056015,-73.91259766,"Riverdale",2550000,"bronx",628.078817734,61.4458909698478
"5610 Netherland Avenue #1E",950,1,1,"Co-op",40.90520096,-73.90609741,"Riverdale",149900,"bronx",157.789473684,350.193131154201
"3585 Greystone Avenue E4E/E3E",1087,2.5,2,"Condo",40.88539886,-73.90650177,"Riverdale",649000,"bronx",597.056117755,863.194465069512
"512 Kappock Street #1H",700,1,1,"Co-op",40.87739944,-73.91829681,"Spuyten Duyvil",164900,"bronx",235.571428571,281.286204063248
"512 Kappock Street #1K",700,1,1,"Co-op",40.87739944,-73.91829681,"Spuyten Duyvil",179900,"bronx",257,281.286204063248
"4995 Henry Hudson Parkway",1320,2,2,"House",40.89789963,-73.90840149,"Riverdale",532500,"bronx",403.409090909,453.182517529787
"640 West 237th Street #9A",1427,2,2,"Condo",40.88750076,-73.91259766,"Riverdale",1105000,"bronx",774.351786966,543.93138442161
"555 Kappock Street #2U",800,1,1,"Co-op",40.87810135,-73.91690063,"Spuyten Duyvil",180000,"bronx",225,418.838171534215
"3333 Henry Hudson Pkwy #23T",1069,1,2,"Co-op",40.88499832,-73.9151001,"Riverdale",329000,"bronx",307.764265669,239.610684852848
"5500 Fieldston Rd #9BB",750,1,1,"Co-op",40.90309906,-73.90039825,"Riverdale",145000,"bronx",193.333333333,769.649214069869
"555 Kappock Street #21B",800,1,1,"Co-op",40.87810135,-73.91690063,"Spuyten Duyvil",190000,"bronx",237.5,418.838171534215
"5445 Palisade Avenue",4060,3.5,6,"House",40.9056015,-73.91259766,"Riverdale",2550000,"bronx",628.078817734,61.4458909698478
"1618 Bayview Avenue",1724,1,2,"House",40.84659958,-73.81710052,"Country Club",225000,"bronx",130.510440835,131.924233052836
"2575 Palisade Avenue #3K",700,1,1,"Co-op",40.88199997,-73.92199707,"Spuyten Duyvil",250000,"bronx",357.142857143,560.829912371044
"5500 Fieldston Rd #6FF",700,1,1,"Co-op",40.90309906,-73.90039825,"Riverdale",149000,"bronx",212.857142857,769.649214069869
"3933-35 Hill Avenue",1792,4,6,"Multi-family",40.88970184,-73.83889771,"Edenwald",5e+05,"bronx",279.017857143,2395.35992141805
"5445 Palisade Avenue",4060,3.5,6,"House",40.9056015,-73.91259766,"Riverdale",2550000,"bronx",628.078817734,61.4458909698478
"305 West 246th Street",3769,4.5,8,"House",40.89390182,-73.90129852,"Fieldston",2750000,"bronx",729.636508358,1022.12440164428
"3333 Henry Hudson Parkway #6P",850,1,1,"Co-op",40.88499832,-73.9151001,"Riverdale",245000,"bronx",288.235294118,239.610684852848
"4720 Grosvenor Avenue",5158,4.5,5,"House",40.89670181,-73.9048996,"Fieldston",3200000,"bronx",620.395502133,707.811328800371
"5410 Netherland Avenue #A41",900,1,1,"Co-op",40.90250015,-73.90630341,"Riverdale",155000,"bronx",172.222222222,427.879409702481
"4530 Delafield Avenue",5970,4.5,6,"House",40.89250183,-73.90660095,"Fieldston",3250000,"bronx",544.388609715,744.062250223124
"4720 Grosvenor Avenue",5158,4.5,5,"House",40.89670181,-73.9048996,"Fieldston",3200000,"bronx",620.395502133,707.811328800371
"4440 Waldo Avenue",2808,3,5,"House",40.89210129,-73.90149689,"Fieldston",1895000,"bronx",674.857549858,1070.20978724961
"4455 Douglas Avenue #8C",919,1,1,"Condo",40.88940048,-73.91750336,"Riverdale",460000,"bronx",500.544069641,179.770523542629
"278-286 North 6th Street #286/2A",1787,3,3,"Condo",40.71440125,-73.95469666,"Williamsburg",2795000,"brooklyn",1564.07386682,661.664629546899
"160 Imlay Street #3A5",1245,2,1,"Condo",40.68050003,-74.01029968,"Red Hook",1325000,"brooklyn",1064.25702811,110.012480003051
"160 Imlay Street #4D3",2752,3.5,3,"Condo",40.68050003,-74.01029968,"Red Hook",3235000,"brooklyn",1175.50872093,110.012480003051
"160 Imlay Street #4D1",1492,2,2,"Condo",40.68050003,-74.01029968,"Red Hook",1795000,"brooklyn",1203.08310992,110.012480003051
"385 East 16th Street #6B",700,1,1,"Co-op",40.641122,-73.963163,"Ditmas Park",499000,"brooklyn",712.857142857,3847.36084707057
"1889 Albany Avenue",1345,1,3,"House",40.62697,-73.93613,"Northeast Flatbush",599000,"brooklyn",445.353159851,3230.83042920845
"560 East 28th Street",1600,1,2,"House",40.63715,-73.95031,"Flatbush",599000,"brooklyn",374.375,4328.92908428883
"596 2nd Street",4492,3,6,"Multi-family",40.66949844,-73.97519684,"Park Slope",3999999,"brooklyn",890.471727516,2468.63247321617
"82 East 5th Street #BA",1572,2,2,"Condo",40.65119934,-73.97720337,"Windsor Terrace",985500,"brooklyn",626.908396947,2678.62227181766
"65 Monroe Street",1575,2.5,5,"Townhouse",40.68500137,-73.95629883,"Bedford-Stuyvesant",2200000,"brooklyn",1396.82539683,2350.18111370407
"105 Eighth Avenue #6",1358,2,3,"Condo",40.67250061,-73.97329712,"Park Slope",2150000,"brooklyn",1583.21060383,2397.98593311135
"1976 Ocean Avenue #2",2000,2,3,"Condo",40.61380005,-73.95459747,"Midwood",899000,"brooklyn",449.5,3410.282382561
"136 North 8th Street #1",1887,2.5,2,"Condo",40.71879959,-73.95819855,"Williamsburg",1750000,"brooklyn",927.397986222,288.738077855343
"35 McDonald Avenue #PH5A",1796,2,2,"Condo",40.65420151,-73.98120117,"Windsor Terrace",1490000,"brooklyn",829.621380846,2364.5442717022
"917 Cleveland Street",850,1,3,"House",40.662336,-73.8791,"New Lots",615000,"brooklyn",723.529411765,2307.83025028343
"3121 Farragut Rd",2542,3.5,8,"Multi-family",40.63661,-73.9463,"Flatbush",1049000,"brooklyn",412.667191188,4039.14078409362
"49 East 54th Street",2050,2,3,"Multi-family",40.657983,-73.926856,"Northeast Flatbush",650000,"brooklyn",317.073170732,3637.37976726277
"2475 Ocean Avenue #6",1540,2,3,"Condo",40.6012001,-73.95140076,"Madison",758000,"brooklyn",492.207792208,2232.3318475789
"1213 Avenue Z #C29",1332,2,3,"Condo",40.58840179,-73.95749664,"Sheepshead Bay",475000,"brooklyn",356.606606607,1600.64760403037
"352 21st Street #1B",889,1,2,"Condo",40.65890121,-73.98970032,"Greenwood",859000,"brooklyn",966.254218223,1737.6764284762
"342 50th Street",2520,3,6,"Townhouse",40.64699936,-74.01370239,"Sunset Park",1280000,"brooklyn",507.936507937,674.869253557924
"321 Pacific Street",5042,7,4,"Townhouse",40.6875,-73.9878006,"Boerum Hill",5999000,"brooklyn",1189.80563269,922.635770546056
"50 Greenpoint Avenue #6J",711,1,1,"Condo",40.72940063,-73.95899963,"Greenpoint",925000,"brooklyn",1300.98452883,20.5299185314589
"9312 Foster Avenue",2400,2,2,"House",40.64630127,-73.90840149,"Canarsie",469000,"brooklyn",195.416666667,2072.7441687036
"229A Vernon Avenue",2139,2,3,"Townhouse",40.69549942,-73.94249725,"Stuyvesant Heights",999000,"brooklyn",467.040673212,2094.93259753553
"9225 Farragut Road",1060,2.5,3,"Townhouse",40.64450073,-73.90750122,"Canarsie",499000,"brooklyn",470.754716981,1931.65292233723
"59 Milford Street",1700,2,6,"Townhouse",40.67819977,-73.87789917,"East New York",779000,"brooklyn",458.235294118,3768.56632662601
"124 Blake Avenue #2",1920,5,4,"Townhouse",40.66460037,-73.9151001,"Brownsville",669000,"brooklyn",348.4375,3520.58860404429
"388 Madison Street",2700,3,4,"Townhouse",40.6853981,-73.94270325,"Bedford-Stuyvesant",1499000,"brooklyn",555.185185185,2740.97085445209
"580 6th Avenue",3384,4.5,5,"Multi-family",40.66329956,-73.98809814,"Park Slope",2150000,"brooklyn",635.342789598,1933.77382748373
"580 6th Avenue",3384,4.5,5,"Multi-family",40.66329956,-73.98809814,"Park Slope",2150000,"brooklyn",635.342789598,1933.77382748373
"354A Gates Avenue",2996,4,6,"Multi-family",40.68579865,-73.95230103,"Bedford-Stuyvesant",1699000,"brooklyn",567.089452603,2411.74873849317
"2547 West 2nd Street #2FF",950,1,2,"Co-op",40.58720016,-73.97100067,"Gravesend",315000,"brooklyn",331.578947368,1631.73676091364
"108 Neptune Avenue #3I",934,2,2,"Condo",40.582189,-73.957437,"Brighton Beach",530000,"brooklyn",567.451820128,963.248156073136
"829 Putnam Avenue",4075,4,10,"Multi-family",40.6867981,-73.92829895,"Stuyvesant Heights",2599000,"brooklyn",637.791411043,3272.11440512301
"30 Ocean Parkway #1G",1117,2,2,"Co-op",40.6507988,-73.97440338,"Windsor Terrace",750000,"brooklyn",671.441360788,2881.04269240846
"501 Surf Avenue #14A",620,1,1,"Condo",40.57580185,-73.97450256,"Coney Island",420000,"brooklyn",677.419354839,503.561720669338
"3600 Fillmore Avenue",1064,2.5,3,"House",40.61130142,-73.93280029,"Marine Park",649000,"brooklyn",609.962406015,3075.24602369815
"288 Hawthorne Street",2882,2.5,8,"Multi-family",40.65758,-73.95086,"Prospect Lefferts Gardens",2800000,"brooklyn",971.547536433,4340.82559255285
"3804 12th Avenue",2850,4,6,"House",40.64250183,-73.98819733,"Borough Park",1449000,"brooklyn",508.421052632,2334.54240109312
"127 Lewis Avenue",3000,3,6,"Multi-family",40.69250107,-73.9367981,"Stuyvesant Heights",1429000,"brooklyn",476.333333333,2546.80355945027
"224-230 Clifton Place #2E",992,2,2,"Condo",40.68849945,-73.95529938,"Bedford-Stuyvesant",975000,"brooklyn",982.862903226,2097.2168796053
"173 Concord Street",3800,5,5,"Townhouse",40.697712,-73.98428,"Downtown Brooklyn",3799995,"brooklyn",999.998684211,382.635412668302
"163 Ocean Avenue #M1",800,1,2,"Co-op",40.65879822,-73.96209717,"Prospect Lefferts Gardens",649000,"brooklyn",811.25,3712.58920132639
"1321 Bushwick Avenue",3000,3,6,"Multi-family",40.68629837,-73.91200256,"Bushwick",1275000,"brooklyn",425,4257.12675134965
"2348 East 21st Street",2112,2.5,5,"House",40.59529877,-73.94979858,"Homecrest",1088000,"brooklyn",515.151515152,1818.77543745409
"677 Greene Avenue",3250,4.5,7,"Multi-family",40.689766,-73.941256,"Stuyvesant Heights",1890000,"brooklyn",581.538461538,2458.71540058001
"2514 East 7th Street #5K",1100,1,2,"Co-op",40.58850098,-73.96260071,"Sheepshead Bay",310000,"brooklyn",281.818181818,1669.10808431036
"198 Freeman Street #2",1194,2,3,"Condo",40.7344017,-73.95349884,"Greenpoint",1235000,"brooklyn",1034.33835846,321.955102602225
"198 Freeman Street #3",1107,2,3,"Condo",40.7344017,-73.95349884,"Greenpoint",1245000,"brooklyn",1124.66124661,321.955102602225
"3703 Avenue S",1800,2.5,3,"House",40.61040115,-73.93060303,"Marine Park",699000,"brooklyn",388.333333333,2974.97055256221
"1122 Bedford Avenue #B",941,2,2,"Condo",40.686171,-73.954733,"Bedford-Stuyvesant",899000,"brooklyn",955.366631243,2306.06707728079
"345 Webster Avenue #4B",975,2,2,"Other type",40.63399887,-73.96890259,"Kensington",525000,"brooklyn",538.461538462,3799.31765656224
"3435 Guider Avenue #PH1",1500,2,3,"Condo",40.58305,-73.957853,"Brighton Beach",1100000,"brooklyn",733.333333333,1056.24123265019
"110 Warren Street B103B104",1293,2,2,"Condo",40.68849945,-73.99980164,"Columbia St Waterfront District",1595000,"brooklyn",1233.56535189,193.360245820632
"2284 78th Street",2680,2.5,8,"House",40.60509872,-73.98719788,"Gravesend",1790000,"brooklyn",667.910447761,2147.43367146549
"100 Jay Street #32B",791,1,1,"Condo",40.702283,-73.986935,"DUMBO",1195000,"brooklyn",1510.74589128,59.3829605153618
"35 McDonald Avenue #PH5A",1796,2,2,"Condo",40.65420151,-73.98120117,"Windsor Terrace",1490000,"brooklyn",829.621380846,2364.5442717022
"308 Berriman Street",1800,3,6,"Townhouse",40.67089844,-73.87940216,"East New York",739000,"brooklyn",410.555555556,3125.07171176771
"1462 66th Street #6",3300,2,11,"Building",40.6228981,-73.99859619,"Bensonhurst",1899000,"brooklyn",575.454545455,2728.71808400369
"72 Dare Court",1120,1.5,2,"House",40.58929825,-73.9233017,"Gerritsen Beach",465000,"brooklyn",415.178571429,623.943499309345
"2942 West 5th Street #J9",1100,1.5,2,"Co-op",40.57740021,-73.97380066,"Coney Island",389000,"brooklyn",353.636363636,659.360909954922
"20 Noll Street",3039,3,5,"Multi-family",40.70000076,-73.93530273,"Bushwick",1300000,"brooklyn",427.772293518,2355.67399085535
"704 Putnam Avenue",3640,3,6,"Building",40.68569946,-73.93360138,"Stuyvesant Heights",1875000,"brooklyn",515.10989011,3058.53171310638
"3177 Avenue W",882,1.5,2,"House",40.59719849,-73.93109894,"Homecrest",429000,"brooklyn",486.394557823,1504.08268560231
"12 Nova Court",945,1,2,"House",40.58679962,-73.92500305,"Gerritsen Beach",419000,"brooklyn",443.386243386,345.537328697426
"1876 58th Street",2915,4,6,"House",40.62189865,-73.98439789,"Mapleton",2199900,"brooklyn",754.682675815,3479.918516371
"6 Banner 3rd Terrace",540,1,2,"House",40.58119965,-73.96630096,"Brighton Beach",449900,"brooklyn",833.148148148,963.096681475258
"1137 85th Street",2117,3.5,4,"House",40.6167984,-74.01660156,"Dyker Heights",2500000,"brooklyn",1180.91639112,1669.89885620182
"251 1st Street #PH10B",1707,3,4,"Condo",40.67520142,-73.98429871,"Park Slope",2900000,"brooklyn",1698.88693615,1699.91855742123
"35 Underhill Avenue #A4A",1275,2,3,"Condo",40.67990112,-73.96479797,"Prospect Heights",1250000,"brooklyn",980.392156863,2431.16426222506
"2287 East 65th Street",5600,5.5,6,"House",40.61380005,-73.90809631,"Mill Basin",2200000,"brooklyn",392.857142857,1308.15878662266
"155 15th Street #4C",1113,2.5,2,"Condo",40.66659927,-73.99099731,"Park Slope",1289000,"brooklyn",1158.131177,1757.02072662211
"3903 Nostrand Avenue #L2",850,1,1,"Co-op",40.58860016,-73.93930054,"Sheepshead Bay",229000,"brooklyn",269.411764706,926.579894339811
"1287 E 19th Street #5C",957,2,2,"Condo",40.61909866,-73.95619965,"Midwood",665115,"brooklyn",695,3968.75450133449
"51 Woodhull Street #B",1298,2,2,"Condo",40.68159866,-74.00309753,"Columbia St Waterfront District",1150000,"brooklyn",885.978428351,409.000871777063
"1287 East 19th Street #5B",1063,2,2,"Condo",40.61909866,-73.95619965,"Midwood",738785,"brooklyn",695,3968.75450133449
"1287 East 19th Street #5A",706,1,1,"Condo",40.61909866,-73.95619965,"Midwood",490670,"brooklyn",695,3968.75450133449
"429 Kent Avenue #812",1340,2.5,2,"Condo",40.70970154,-73.96779633,"Williamsburg",1875000,"brooklyn",1399.25373134,56.2098497783375
"371 Parkside Avenue",3345,2.5,6,"Townhouse",40.65610123,-73.95749664,"Prospect Lefferts Gardens",2100000,"brooklyn",627.802690583,4091.02113134589
"1287 East 19. Street #4C",957,2,2,"Condo",40.61909866,-73.95619965,"Midwood",660330,"brooklyn",690,3968.75450133449
"100 Jay Street #11M",789,1,1,"Condo",40.702283,-73.986935,"DUMBO",995000,"brooklyn",1261.08998733,59.3829605153618
"1287 E. 19th Street #4B",1063,2,2,"Condo",40.61909866,-73.95619965,"Midwood",733470,"brooklyn",690,3968.75450133449
"1287 E. 19th Street #4A",706,1,1,"Condo",40.61909866,-73.95619965,"Midwood",487140,"brooklyn",690,3968.75450133449
"1287 E. 19th Street #3C",957,2,2,"Condo",40.61909866,-73.95619965,"Midwood",655545,"brooklyn",685,3968.75450133449
"1441 East 29th Street",1650,2.5,5,"House",40.61610031,-73.94560242,"Midwood",925000,"brooklyn",560.606060606,3609.74707217769
"1287 E. 19th Street #3B",1063,2,2,"Condo",40.61909866,-73.95619965,"Midwood",728155,"brooklyn",685,3968.75450133449
"1287 E. 19th Street #3A",706,1,1,"Condo",40.61909866,-73.95619965,"Midwood",483610,"brooklyn",685,3968.75450133449
"1517 West 6th Street",1376,3,5,"House",40.61019897,-73.97979736,"Bensonhurst",1200000,"brooklyn",872.093023256,3225.74712203881
"1287 E. 19th Street #2C",957,2,2,"Condo",40.61909866,-73.95619965,"Midwood",650760,"brooklyn",680,3968.75450133449
"1287 E. 19th Street #2B",1063,2,2,"Condo",40.61909866,-73.95619965,"Midwood",772840,"brooklyn",727.036688617,3968.75450133449
"3924 Ninth Avenue",2400,4,3,"Multi-family",40.64559937,-73.9957962,"Sunset Park",2080000,"brooklyn",866.666666667,1768.03883399013
"1287 East 19th Street #2A",706,1,1,"Condo",40.61909866,-73.95619965,"Midwood",480080,"brooklyn",680,3968.75450133449
"114 Garfield Place #4R",900,1,2,"Co-op",40.673642,-73.98042,"Park Slope",975000,"brooklyn",1083.33333333,1979.49118188261
"60 Broadway #8D",1985,2.5,3,"Condo",40.71030045,-73.96659851,"Williamsburg",2995000,"brooklyn",1508.81612091,105.257906749222
"624 Saratoga Avenue",1756,3,5,"Multi-family",40.66550064,-73.91680145,"Brownsville",699000,"brooklyn",398.063781321,3650.59584719772
"3182 Avenue V #A2",2764,2.5,3,"Condo",40.6006012,-73.93199921,"Marine Park",985000,"brooklyn",356.367583213,1883.17530589494
"40 Prospect Park West #1K",1100,1,1,"Co-op",40.66999817,-73.97290039,"Park Slope",849000,"brooklyn",771.818181818,2555.73105637494
"624 Saratoga Avenue",1756,3,5,"Multi-family",40.66550064,-73.91680145,"Brownsville",699000,"brooklyn",398.063781321,3650.59584719772
"227 Maujer Street #3B",862,1,1.5,"Condo",40.7112999,-73.94120026,"Williamsburg",799500,"brooklyn",927.494199536,1582.01089305034
"979 Bay Ridge Pkwy",1666,2,3,"House",40.62480164,-74.01429749,"Dyker Heights",1149000,"brooklyn",689.675870348,1708.624133507
"1852 East 29th Street",1680,3,3,"Townhouse",40.60599899,-73.94429779,"Madison",895000,"brooklyn",532.738095238,2493.0110082479
"296 Macon",4800,4,6,"Multi-family",40.68209839,-73.93890381,"Stuyvesant Heights",2200000,"brooklyn",458.333333333,3129.4847650939
"306 Gold Street #39E",765,1,1,"Condo",40.69499969,-73.98349762,"Downtown Brooklyn",998000,"brooklyn",1304.5751634,616.51413380743
"299 Vanderbilt Avenue #1",3100,8,9,"Townhouse",40.68909836,-73.96880341,"Fort Greene",2899000,"brooklyn",935.161290323,1591.02469200831
"170 N 11th Street #6D",1251,2,2,"Condo",40.71960068,-73.95500183,"Williamsburg",1749000,"brooklyn",1398.08153477,449.390246594583
"100 Maspeth Avenue #4F",710,2,2,"Condo",40.71569824,-73.93930054,"East Williamsburg",775000,"brooklyn",1091.54929577,1535.77075724054
"163 Ocean Avenue #M1",800,1,2,"Co-op",40.65879822,-73.96209717,"Prospect Lefferts Gardens",649000,"brooklyn",811.25,3712.58920132639
"246 Quincy Street #B",1258,2.5,2,"Condo",40.68659973,-73.95159912,"Bedford-Stuyvesant",1075000,"brooklyn",854.53100159,2367.57877196492
"596 2nd Street",4492,3,6,"Multi-family",40.66949844,-73.97519684,"Park Slope",3999999,"brooklyn",890.471727516,2468.63247321617
"1977 Eastern Pkwy",3645,3,6,"Multi-family",40.67950058,-73.90650177,"Ocean Hill",1199999,"brooklyn",329.217832647,4470.24209246472
"124 Blake Avenue #2",1920,5,4,"Condo",40.66460037,-73.9151001,"Brownsville",669000,"brooklyn",348.4375,3520.58860404429
"355A Halsey Street #GARDEN",986,2,2,"Condo",40.68320084,-73.93849945,"Stuyvesant Heights",915000,"brooklyn",927.99188641,3051.35163943865
"2235 85th Street",1700,3,3,"Townhouse",40.60200119,-73.99199677,"Gravesend",949000,"brooklyn",558.235294118,1472.75603413712
"3203 Nostrand Avenue #1P",700,1,1,"Co-op",40.605842,-73.942589,"Homecrest",199000,"brooklyn",284.285714286,2467.993884893
"345 Decatur Street",1776,2,3,"Multi-family",40.682045,-73.929955,"Stuyvesant Heights",1300000,"brooklyn",731.981981982,3453.84874608345
"246 Sumpter Street #1B",990,1,2,"Condo",40.68040085,-73.91449738,"Ocean Hill",399000,"brooklyn",403.03030303,4330.95761090489
"2547 West 2nd Street #2F",950,1,2,"Co-op",40.58720016,-73.97100067,"Gravesend",314000,"brooklyn",330.526315789,1631.73676091364
"50 Greenpoint Avenue #6J",711,1,1,"Condo",40.72940063,-73.95899963,"Greenpoint",925000,"brooklyn",1300.98452883,20.5299185314589
"1160 Union Street",2580,3.5,5,"Multi-family",40.66880035,-73.95300293,"Crown Heights",2199000,"brooklyn",852.325581395,3690.45515975461
"2212 Brigham Street #6H",840,1,1,"Co-op",40.59780121,-73.93509674,"Homecrest",149000,"brooklyn",177.380952381,1571.20025060173
"30 Main Street #3C",1689,2.5,2,"Condo",40.70299911,-73.9910965,"DUMBO",2150000,"brooklyn",1272.94256957,262.845559894265
"342 50th Street",2520,3,6,"Multi-family",40.64699936,-74.01370239,"Sunset Park",1280000,"brooklyn",507.936507937,674.869253557924
"224 Amherst Street",4592,3.5,4,"House",40.57630157,-73.95200348,"Manhattan Beach",2350000,"brooklyn",511.759581882,297.77982478546
"1 Montana Place",3132,3,4,"House",40.60689926,-73.90319824,"Mill Basin",1379000,"brooklyn",440.293742018,1289.31129667055
"246 Sumpter Street #1B",990,1,2,"Condo",40.68040085,-73.91449738,"Ocean Hill",399000,"brooklyn",403.03030303,4330.95761090489
"242 Kingsland #1",4875,6,12,"Multi-family",40.72499847,-73.94139862,"Greenpoint",3400000,"brooklyn",697.435897436,1277.89677474088
"251 1st Street #7A",1621,2.5,3,"Condo",40.67520142,-73.98429871,"Park Slope",2600000,"brooklyn",1603.94818014,1699.91855742123
"355A Halsey Street #GARDEN",986,2,2,"Condo",40.68320084,-73.93849945,"Stuyvesant Heights",915000,"brooklyn",927.99188641,3051.35163943865
"28 Angela Dr",2088,2.5,3,"House",40.59159851,-73.96579742,"Gravesend",969000,"brooklyn",464.08045977,2023.05438812001
"1613 Bergen Street #2",1445,2,3,"Multi-family",40.67520142,-73.92970276,"Weeksville",7e+05,"brooklyn",484.429065744,3980.49931472887
"153 Garfield Place #3L",862,1,2,"Condo",40.6734,-73.978723,"Park Slope",920000,"brooklyn",1067.28538283,2077.54541910668
"77 Macon Street",2882,4,6,"Townhouse",40.68149948,-73.94809723,"Bedford-Stuyvesant",1595000,"brooklyn",553.435114504,2894.88467282947
"1719 East 33rd Street",3312,3,5,"House",40.61289978,-73.93840027,"Marine Park",1250000,"brooklyn",377.415458937,3253.26224900745
"32 Maspeth Avenue #2A",538,1,1,"Condo",40.71519852,-73.9414978,"Williamsburg",699000,"brooklyn",1299.25650558,1418.69495245415
"35 McDonald Avenue #PH5A",1796,2,2,"Condo",40.65420151,-73.98120117,"Windsor Terrace",1490000,"brooklyn",829.621380846,2364.5442717022
"138 Pierrepont Street #3B",2798,3.5,2,"Condo",40.69459915,-73.99210358,"Brooklyn Heights",2775000,"brooklyn",991.779842745,320.900363770351
"125 N 10th Street #S2H",807,1,1,"Condo",40.72019958,-73.95649719,"Williamsburg",899000,"brooklyn",1114.00247831,337.902081935138
"939 Union Street #8A",1222,2,2,"Condo",40.67340088,-73.97200012,"Park Slope",1420000,"brooklyn",1162.0294599,2417.20738098643
"2741 E 28th Street #3J",1000,1,2,"Co-op",40.58639908,-73.94029999,"Sheepshead Bay",265000,"brooklyn",265,867.464869154346
"280 Sackett Street #1",2194,3,3,"Condo",40.68330002,-73.99680328,"Carroll Gardens",2250000,"brooklyn",1025.52415679,629.457176485482
"21 Goodwin Place #TWNHSE",3864,3,9,"Townhouse",40.69189835,-73.92410278,"Bushwick",1750000,"brooklyn",452.898550725,3326.25497304118
"280 Metropolitan Avenue #PHD",1698,3,3,"Condo",40.71440125,-73.95829773,"Williamsburg",3395000,"brooklyn",1999.41107185,447.00067353652
"1728 Coleman Street",1800,3,3,"House",40.61619949,-73.93280029,"Marine Park",899000,"brooklyn",499.444444444,3261.60618352879
"82 Central Avenue",3900,4,7,"Multi-family",40.70080185,-73.93019867,"Bushwick",1929000,"brooklyn",494.615384615,2630.03954576851
"100 Jay Street #32B",791,1,1,"Condo",40.702283,-73.986935,"DUMBO",1195000,"brooklyn",1510.74589128,59.3829605153618
"1150 Brighton Beach Avenue #3O",825,1,1,"Co-op",40.57709885,-73.95529938,"Brighton Beach",355000,"brooklyn",430.303030303,417.142833565436
"4104 Manhattan Avenue",2052,2.5,4,"Multi-family",40.57699966,-74.00980377,"Seagate",735000,"brooklyn",358.187134503,15.702871095404
"1914 W 11th Street",1952,1.5,4,"House",40.60020065,-73.98329926,"Gravesend",1188000,"brooklyn",608.606557377,2028.6788714012
"601A Surf Avenue #7A",700,1,1,"Condo",40.57580185,-73.97450256,"Coney Island",419000,"brooklyn",598.571428571,503.561720669338
"330 Bergen Street #3C",1321,2,3,"Condo",40.68280029,-73.98100281,"Boerum Hill",1645000,"brooklyn",1245.26873581,1507.74101968022
"46 Butler Street #LL",1295,2,3,"Condo",40.68429947,-73.99310303,"Cobble Hill",1750000,"brooklyn",1351.35135135,759.096662997505
"310 101st Street #43D",600,1,1,"Co-op",40.61259842,-74.03520203,"Fort Hamilton",338000,"brooklyn",563.333333333,19.214742800444
"505 Court Street #3B",1133,1,2,"Condo",40.675586,-73.998674,"Carroll Gardens",1150000,"brooklyn",1015.00441306,961.106575169426
"735 Avenue W #1B",850,1,2,"Co-op",40.59389877,-73.96219635,"Sheepshead Bay",289000,"brooklyn",340,2217.65354054232
"2695 Shell Road #3C",1109,2,2,"Condo",40.58620071,-73.97409821,"Gravesend",639900,"brooklyn",577.006311993,1564.68943500285
"2155 82nd Street #5F",800,1,1,"Co-op",40.60480118,-73.99199677,"Bensonhurst",269900,"brooklyn",337.375,1754.28993570603
"2299 East 13th Street #1H",1200,2,3,"Co-op",40.59420013,-73.9571991,"Homecrest",424900,"brooklyn",354.083333333,2116.3826465416
"2969 Brighton 1st Street #4",1375,3,4,"Condo",40.57889938,-73.96640015,"Brighton Beach",899000,"brooklyn",653.818181818,728.478491281627
