"address","area","baths","beds","buildingtype","latitude","longitude","neighborhood","price","borough","pricearea","coastdist"
"3047 Brighton 6th Street #2A",1181,2,2,"Condo",40.57839966,-73.96150208,"Brighton Beach",670500,"brooklyn",567.739204064,621.314633565733
"894 Linden Boulevard",1756,2.5,7,"House",40.65399933,-73.92459869,"Northeast Flatbush",575000,"brooklyn",327.448747153,3311.17573632649
"2032 West 13th Street",2088,2.5,7,"Multi-family",40.59719849,-73.98449707,"Gravesend",1380000,"brooklyn",660.91954023,1702.83436086376
"1269 Herkimer Street",2700,3,8,"House",40.67779922,-73.91149902,"Ocean Hill",1100000,"brooklyn",407.407407407,4423.37976857985
"596 2nd Street",4492,3,6,"Multi-family",40.66949844,-73.97519684,"Park Slope",3999999,"brooklyn",890.471727516,2468.63247321617
"149 Prospect Park Southwest #12",900,1,3,"Co-op",40.65510178,-73.97380066,"Windsor Terrace",739000,"brooklyn",821.111111111,2934.32508901088
"731 68th Street",1402,2.5,3,"House",40.63140106,-74.01490021,"Dyker Heights",798000,"brooklyn",569.186875892,1447.75245077058
"179 Bay 8th Street",2055,2,4,"House",40.60800171,-74.01380157,"Bath Beach",1225988,"brooklyn",596.58783455,990.163014350413
"2683 East 26th Street",3351,3.5,7,"House",40.58720016,-73.94300079,"Sheepshead Bay",1499900,"brooklyn",447.59773202,1050.21746456499
"929 81st Street",1464,1.5,3,"House",40.62179947,-74.01879883,"Dyker Heights",1180000,"brooklyn",806.010928962,1441.45461585693
"8504 14th Avenue",1400,1.5,2,"House",40.61330032,-74.01139832,"Dyker Heights",865000,"brooklyn",617.857142857,1756.68714709901
"174 Vanderbilt Avenue #308",1117,2,2,"Condo",40.69210052,-73.9701004,"Fort Greene",1200000,"brooklyn",1074.30617726,1316.66888628236
"100 Jay Street #21B",791,1,1,"Condo",40.70199966,-73.98709869,"DUMBO",1100000,"brooklyn",1390.64475348,43.7478447922686
"1150 78th Street",1275,1,3,"House",40.62030029,-74.01249695,"Dyker Heights",785000,"brooklyn",615.68627451,1901.91944744892
"432 East 48th Street",2000,1,3,"House",40.65129852,-73.93260193,"Northeast Flatbush",499000,"brooklyn",249.5,3580.82328951401
"154 10th Street",990,1.5,4,"House",40.67129898,-73.99299622,"Gowanus",1199000,"brooklyn",1211.11111111,1480.79819629983
"378 Halsey Street",3200,4,7,"Multi-family",40.68289948,-73.93900299,"Stuyvesant Heights",2450000,"brooklyn",765.625,3060.57646418987
"651 East 94th Street",2500,3,5,"Multi-family",40.65219879,-73.91400146,"Canarsie",746342,"brooklyn",298.5368,2683.10983877975
"319 Schermerhorn Street #PH21A",2077,3,3,"Multi-family",40.6875,-73.98149872,"Downtown Brooklyn",3271275,"brooklyn",1575,1242.09382101233
"319 Schermerhorn Street #6D",1115,2,2,"Multi-family",40.6875,-73.98149872,"Downtown Brooklyn",1437681,"brooklyn",1289.4,1242.09382101233
"319 Schermerhorn Street #9D",1115,2,2,"Multi-family",40.6875,-73.98149872,"Downtown Brooklyn",1493877,"brooklyn",1339.8,1242.09382101233
"319 Schermerhorn Street #16A",1651,2.5,3,"Multi-family",40.6875,-73.98149872,"Downtown Brooklyn",2554400,"brooklyn",1547.18352514,1242.09382101233
"319 Schermerhorn Street #18B",1206,2,2,"Multi-family",40.6875,-73.98149872,"Downtown Brooklyn",1837530,"brooklyn",1523.65671642,1242.09382101233
"1220 77 Th Street",975,2,2,"House",40.61989975,-74.01049805,"Dyker Heights",799000,"brooklyn",819.487179487,2046.84104950895
"1511 East 22nd Street",2867,3.5,5,"House",40.6147995,-73.95220184,"Midwood",1200000,"brooklyn",418.555981863,3483.3705671944
"22 North 6th Street #3M",862,2,2,"Condo",40.71969986,-73.96219635,"Williamsburg",1595000,"brooklyn",1850.34802784,16.8361837450459
"326 East 9th",2800,4,8,"Multi-family",40.6405983,-73.97039795,"Kensington",1199000,"brooklyn",428.214285714,3442.2467724102
"39 Park Place #2",2046,2.5,3,"Condo",40.6794014,-73.97699738,"Park Slope",3200000,"brooklyn",1564.02737048,1878.15750533282
"306 Bond Street",9100,12,12,"Multi-family",40.6794014,-73.98989868,"Gowanus",8499000,"brooklyn",933.956043956,1188.92400882201
"971 Jerome Street #2B",643,1,1,"Condo",40.65769958,-73.8769989,"New Lots",235000,"brooklyn",365.474339036,1827.29852959543
"80 Lefferts Place #2A",1263,2,2,"Condo",40.681178,-73.960263,"Clinton Hill",1350000,"brooklyn",1068.88361045,2498.36016600081
"37 West End Avenue #3B",1237,2,2,"Condo",40.58069992,-73.95330048,"Manhattan Beach",965000,"brooklyn",780.113177041,763.386931129374
"2943 Brighton 4th Street #8A",1233,2,3,"Condo",40.58000183,-73.96399689,"Brighton Beach",799000,"brooklyn",648.01297648,814.016851909223
"1713 East 14th Street #APTG",750,1,2,"Co-op",40.60770035,-73.95880127,"Homecrest",245000,"brooklyn",326.666666667,2987.24304007482
"46 1st Place",5800,4.5,6,"Multi-family",40.68069839,-73.9992981,"Carroll Gardens",5500000,"brooklyn",948.275862069,648.259384408295
"184 Kent Avenue #C602",893,2,2,"Condo",40.71860123,-73.96459961,"Williamsburg",1470000,"brooklyn",1646.13661814,85.4180087454529
"275 Webster Avenue #1A",650,1,1,"Co-op",40.63299942,-73.97090149,"Kensington",299000,"brooklyn",460,3724.65425765209
"305 Washington Avenue",1000,1,2,"House",40.68980026,-73.96579742,"Clinton Hill",420000,"brooklyn",420,1645.4761809187
"150 West End Avenue #11B",800,1,1,"Co-op",40.57820129,-73.95339966,"Brighton Beach",279000,"brooklyn",348.75,508.434307872723
"30 Diamond Street",1700,2,4,"House",40.72389984,-73.94560242,"Greenpoint",1800000,"brooklyn",1058.82352941,989.143863043662
"100 Maspeth Avenue #4F",710,2,2,"Condo",40.71569824,-73.93930054,"East Williamsburg",775000,"brooklyn",1091.54929577,1535.77075724054
"319 Schermerhorn Street #9C",632,1,1,"Multi-family",40.6875,-73.98149872,"Downtown Brooklyn",863344,"brooklyn",1366.05063291,1242.09382101233
"552 Carlton Avenue",2400,2.5,4,"House",40.68050003,-73.97160339,"Prospect Heights",2300000,"brooklyn",958.333333333,2129.23962495176
"2170 West 6th Street",2500,1,3,"House",40.59479904,-73.9776001,"Gravesend",599000,"brooklyn",239.6,2097.6882310178
"14 Monitor Street #1C",831,1.5,1,"Condo",40.71960068,-73.94129944,"Williamsburg",679500,"brooklyn",817.689530686,1338.66670904524
"243 78th Street #5H",750,1,1,"Co-op",40.62979889,-74.0298996,"Bay Ridge",369000,"brooklyn",492,549.259678887995
"171 Cooper Street",4124,4,10,"House",40.68859863,-73.90679932,"Bushwick",1250000,"brooklyn",303.103782735,4481.34912912603
"365 Bridge Street #11I",1423,2,2,"Condo",40.69260025,-73.98500061,"Downtown Brooklyn",1575000,"brooklyn",1106.81658468,736.405672839633
"829 Putnam Avenue",4075,4,10,"Multi-family",40.6867981,-73.92829895,"Stuyvesant Heights",2599000,"brooklyn",637.791411043,3272.11440512301
"170 N 11th Street #6D",1251,2,2,"Condo",40.71960068,-73.95500183,"Williamsburg",1749000,"brooklyn",1398.08153477,449.390246594583
"287 Grand Street #2A",1200,2,2,"Condo",40.71319962,-73.95749664,"Williamsburg",1595000,"brooklyn",1329.16666667,539.612950432269
"424 10th Street",2160,3,4,"Multi-family",40.66770172,-73.98549652,"Park Slope",2495000,"brooklyn",1155.09259259,2053.47606333637
"221A Prospect Avenue",2194,2,4,"Multi-family",40.66469955,-73.99120331,"Park Slope",1595000,"brooklyn",726.982680036,1710.53326994589
"69 Eldert Street",5200,3.5,11,"Multi-family",40.68719864,-73.91300201,"Bushwick",1895000,"brooklyn",364.423076923,4163.86430764184
"8622 Bay Parkway #3F",1280,2,2,"Condo",40.60160065,-73.99459839,"Bath Beach",768000,"brooklyn",600,1230.962264206
"970 Kent Avenue #PH1",1327,2.5,2,"Condo",40.69129944,-73.95909882,"Bedford-Stuyvesant",1375000,"brooklyn",1036.17181613,1749.81689000759
"332 39th Street",1440,3.5,6,"Multi-family",40.65319824,-74.00769806,"Sunset Park",999999,"brooklyn",694.44375,768.308498561666
"3924 Ninth Avenue",2400,4,3,"Multi-family",40.64559937,-73.9957962,"Sunset Park",2080000,"brooklyn",866.666666667,1768.03883399013
"1620 Prospect Place",3300,4,8,"Multi-family",40.672559,-73.922858,"Weeksville",995000,"brooklyn",301.515151515,4402.70995207688
"2129 East 15th Street",2000,4,7,"Multi-family",40.59808,-73.95601,"Homecrest",1380000,"brooklyn",690,2286.63772413796
"107 Newport Street",1944,5,6,"Multi-family",40.65922,-73.91146,"Brownsville",749000,"brooklyn",385.288065844,2996.38954666822
"1143 Ocean Pkwy",1380,2,6,"House",40.6208,-73.96918,"Ocean Parkway",1375000,"brooklyn",996.376811594,4324.63978137744
"718 East 99th Street",704,1,2,"House",40.645686,-73.900516,"Canarsie",299000,"brooklyn",424.715909091,1661.25728129125
"664 Lafayette Avenue #1",1782,3.5,4,"Condo",40.690508,-73.947788,"Bedford-Stuyvesant",1595000,"brooklyn",895.061728395,2164.02726778436
"509 Pacific Street #PH2A",1733,2.5,3,"Condo",40.68489838,-73.98069763,"Boerum Hill",3295000,"brooklyn",1901.3271783,1440.061767655
"1016 Ocean Parkway",3220,3,7,"Multi-family",40.62369919,-73.97100067,"Ocean Parkway",2999999,"brooklyn",931.676708075,4100.32455093708
"10206 Avenue K",1560,2,3,"Multi-family",40.64276,-73.89285,"Canarsie",329000,"brooklyn",210.897435897,1127.69772045422
"738 East 40th Street",1520,1.5,2,"House",40.63751,-73.93883,"Farragut",539000,"brooklyn",354.605263158,3522.16510876982
"1882 Stuart Street",1890,2,3,"House",40.607141,-73.940107,"Sheepshead Bay",860000,"brooklyn",455.026455026,2611.69563312627
"1730 East 37th Street",1064,1,2,"House",40.614392,-73.93562,"Marine Park",529000,"brooklyn",497.180451128,3419.52129688775
"245 16th Street #6",1270,1,1.5,"Condo",40.66439819,-73.98829651,"Park Slope",865000,"brooklyn",681.102362205,1935.55104123303
"121 28th Avenue",3384,3,8,"Multi-family",40.587828,-73.986547,"Gravesend",1348000,"brooklyn",398.345153664,892.124983118859
"1835 E 23rd Street",1472,1,3,"House",40.605775,-73.949381,"Madison",1050000,"brooklyn",713.315217391,2543.62851680097
"420 Bainbridge Street",2700,2.5,5,"Multi-family",40.68201,-73.92014,"Stuyvesant Heights",1395000,"brooklyn",516.666666667,3941.93271642099
"50 Greenpoint Avenue #5H",1246,2,3,"Condo",40.72940063,-73.95899963,"Greenpoint",1750000,"brooklyn",1404.49438202,20.5299185314589
"145 Clifton Place",2520,3,6,"Multi-family",40.68859863,-73.95829773,"Bedford-Stuyvesant",1695000,"brooklyn",672.619047619,1996.50392923905
"587 18th Street",1680,2,5,"Multi-family",40.65613,-73.97977,"Windsor Terrace",1650000,"brooklyn",982.142857143,2480.05856888514
"5301 Avenue L",1036,2,3,"House",40.624003,-73.924326,"Flatlands",449000,"brooklyn",433.397683398,2346.90891965455
"433 46th Street",2226,4,8,"Multi-family",40.648311,-74.009146,"Sunset Park",1388000,"brooklyn",623.539982031,884.715536541922
"177 East 51st Street",2950,3,7,"Multi-family",40.65776,-73.92972,"Northeast Flatbush",699000,"brooklyn",236.949152542,3772.49837569279
"1005 40th Street",1903,3,7,"Multi-family",40.64407,-73.99305,"Borough Park",1399999,"brooklyn",735.679978981,1989.56293279846
"2125 East 24th Street",3840,2.5,5,"Multi-family",40.599216,-73.947198,"Homecrest",1438000,"brooklyn",374.479166667,1925.59008438947
"1526 Hart Place",2160,2.5,5,"House",40.58179,-73.98402,"Coney Island",579000,"brooklyn",268.055555556,1120.07592604116
"556 State Street #3CN",975,2,2,"Condo",40.685257,-73.978864,"Boerum Hill",1175000,"brooklyn",1205.12820513,1506.01887336306
"35 McDonald Avenue #PH5A",1796,2,2,"Condo",40.65420151,-73.98120117,"Windsor Terrace",1490000,"brooklyn",829.621380846,2364.5442717022
"1738 60th Street",4000,4,11,"Multi-family",40.62258,-73.98868,"Borough Park",2499000,"brooklyn",624.75,3231.74237490043
"865 Montgomery Street",3432,4,7,"House",40.66486,-73.936043,"Weeksville",3500000,"brooklyn",1019.81351981,4477.19493036757
"197 East 31st Street",2080,1,5,"House",40.645897,-73.947784,"Flatbush",749000,"brooklyn",360.096153846,4259.22584852913
"520 East 91st Street",3840,3,8,"Multi-family",40.653538,-73.919846,"Canarsie",909000,"brooklyn",236.71875,3042.4603857046
"4203 7th Avenue",3000,3,7,"Multi-family",40.646667,-74.001167,"Sunset Park",1698000,"brooklyn",566,1413.6144745208
"431 Avenue P #301",2235,3,3,"Condo",40.60929871,-73.97129822,"Ocean Parkway",1521910,"brooklyn",680.944071588,3659.80923081239
"2446 85th Street",3034,4,7,"Multi-family",40.598976,-73.987785,"Gravesend",1680000,"brooklyn",553.724456163,1562.27900526146
"188 East 53rd Street",3245,3,5,"House",40.655281,-73.928024,"Northeast Flatbush",1100000,"brooklyn",338.983050847,3554.82915143539
"631 East 49th Street",975,2,3,"House",40.646133,-73.930504,"Northeast Flatbush",225000,"brooklyn",230.769230769,3201.42088330498
"280 Midwood Street",3120,2.5,5,"House",40.659843,-73.951447,"Prospect Lefferts Gardens",1449000,"brooklyn",464.423076923,4186.71693474718
"437 Rutland Rd",1248,1,2,"House",40.659901,-73.94622,"Wingate",639000,"brooklyn",512.019230769,4459.70286022218
"1337 Sterling Place",3192,2,5,"House",40.671921,-73.934288,"Weeksville",1599000,"brooklyn",500.939849624,4108.60622489604
"561 East 31st Street",2771,4,7,"House",40.637157,-73.946838,"Flatbush",999000,"brooklyn",360.51966799,4083.71015450632
"664 Lafayette Avenue #1",1782,3.5,4,"Condo",40.690508,-73.947788,"Bedford-Stuyvesant",1595000,"brooklyn",895.061728395,2164.02726778436
"371 Parkside Avenue",3345,2.5,6,"Townhouse",40.65610123,-73.95749664,"Prospect Lefferts Gardens",2100000,"brooklyn",627.802690583,4091.02113134589
"197 29th Street",2322,4,4,"Multi-family",40.657688,-73.998978,"Greenwood",1695000,"brooklyn",729.974160207,1088.97443017421
"272 22nd Street",1920,3,4,"Multi-family",40.659851,-73.992912,"Greenwood",1225000,"brooklyn",638.020833333,1498.47369354332
"116 72nd Street",1720,2,4,"House",40.63472,-74.03299,"Bay Ridge",1200000,"brooklyn",697.674418605,260.162986254099
"646 E 84th Street",5424,5,11,"Multi-family",40.639553,-73.913147,"Canarsie",1500000,"brooklyn",276.548672566,1961.70322468291
"407 Rutland Rd",1344,2,4,"House",40.659843,-73.947144,"Wingate",950000,"brooklyn",706.845238095,4411.67163481841
"717 Lexington Avenue",3300,3,9,"Multi-family",40.690048,-73.932358,"Stuyvesant Heights",1300000,"brooklyn",393.939393939,2903.48234747759
"247 Driggs Avenue #2D",914,2,2,"Condo",40.72249985,-73.94779968,"Greenpoint",1096000,"brooklyn",1199.12472648,846.426137136572
"317 16th Street #5D",1657,2,3,"Condo",40.66320038,-73.98570251,"Park Slope",1995000,"brooklyn",1203.98310199,2121.59554358701
"675 East 103rd Street",1968,3,5,"House",40.648315,-73.897774,"Canarsie",550000,"brooklyn",279.471544715,1694.75590108779
"1376 Pacific Street",2630,2,6,"Multi-family",40.677158,-73.944855,"Crown Heights",850000,"brooklyn",323.19391635,3351.84254076777
"451 11th Street",3000,3,5,"Multi-family",40.666443,-73.983597,"Park Slope",2995000,"brooklyn",998.333333333,2217.69198382865
"657 Madison Street",4275,3,5,"Multi-family",40.687225,-73.930817,"Stuyvesant Heights",1399000,"brooklyn",327.251461988,3113.84916334082
"203 29th Street",2361,3,4,"Multi-family",40.65757,-73.99878,"Greenwood",1399999,"brooklyn",592.968657349,1105.22867597579
"596 2nd Street",4492,3,6,"Multi-family",40.66949844,-73.97519684,"Park Slope",3999999,"brooklyn",890.471727516,2468.63247321617
"133 Maple Street",2896,2,4,"Townhouse",40.66059875,-73.95639801,"Prospect Lefferts Gardens",1995000,"brooklyn",688.88121547,3897.84469892411
"31 Bulwer Place",2660,3,5,"House",40.68275,-73.89405,"East New York",799999,"brooklyn",300.751503759,4534.71657880696
"2318 Newkirk Avenue",2128,2,5,"House",40.63913,-73.955336,"Ditmas Park",1099000,"brooklyn",516.447368421,4401.47156297647
"7319 11th Avenue",2820,3,6,"Multi-family",40.62358,-74.01077,"Dyker Heights",1319900,"brooklyn",468.04964539,1972.15682975637
"664 Decatur Street",2613,2.5,4,"Multi-family",40.683165,-73.916197,"Ocean Hill",1150000,"brooklyn",440.107156525,4124.21133776465
"100 Summit Street #1",1930,2.5,3,"Condo",40.68199921,-74.00330353,"Columbia St Waterfront District",1950000,"brooklyn",1010.3626943,376.65048442607
"367 86th Street",5100,6,11,"Multi-family",40.622943,-74.02899,"Bay Ridge",1600000,"brooklyn",313.725490196,716.24121682786
"2100 Bedford Avenue #3G",673,1,1,"Condo",40.65330124,-73.95639801,"Flatbush",590000,"brooklyn",876.671619614,4281.40399253133
"2100 Bedford Avenue #3C",673,1,1,"Condo",40.65330124,-73.95639801,"Flatbush",580000,"brooklyn",861.812778603,4281.40399253133
"85 North 3rd Street #204",2430,2,3,"Condo",40.71720123,-73.96230316,"Williamsburg",3495000,"brooklyn",1438.27160494,103.721752824617
"37 West End Avenue #5D",1183,2,2,"Condo",40.58069992,-73.95330048,"Manhattan Beach",845000,"brooklyn",714.285714286,763.386931129374
"1160 Union Street",2580,3.5,5,"Multi-family",40.66880035,-73.95300293,"Crown Heights",2199000,"brooklyn",852.325581395,3690.45515975461
"454A Jefferson Avenue",3808,4.5,10,"Multi-family",40.68420029,-73.93969727,"Stuyvesant Heights",2350000,"brooklyn",617.121848739,2932.22279040654
"1655 Flatbush Avenue #C1109",800,1,1,"Co-op",40.63090134,-73.9437027,"Northeast Flatbush",195000,"brooklyn",243.75,3796.50200369164
"3130 Brighton 6th Street #4M",1012,1,1,"Co-op",40.57640076,-73.96150208,"Brighton Beach",352000,"brooklyn",347.826086957,416.445000648412
"2940 West 5th Street #7G",1000,1,2,"Co-op",40.57740021,-73.97380066,"Coney Island",449000,"brooklyn",449,659.360909954922
"3058 Brighton 5th Street",3420,5,8,"Multi-family",40.57799911,-73.96289825,"Brighton Beach",879000,"brooklyn",257.01754386,596.209733339699
"85 Sackman Street",2088,3,5,"Multi-family",40.67679977,-73.90579987,"Ocean Hill",589000,"brooklyn",282.088122605,4200.59395849669
"100 Jay Street #6M",789,1,1,"Condo",40.702283,-73.986935,"DUMBO",949999,"brooklyn",1204.05449937,59.3829605153618
"138 Pierrepont Street #2A",3093,3.5,4,"Condo",40.69459915,-73.99210358,"Brooklyn Heights",3650000,"brooklyn",1180.08406078,320.900363770351
"5757 Cooper Avenue 3-FAMILY",2478,3,6,"Multi-family",40.69409943,-73.89849854,"Bushwick",929700,"brooklyn",375.181598063,4770.56354997036
"130 Furman Street #S101",3062,3.5,4,"Condo",40.70209885,-73.99530029,"Brooklyn Heights",5295000,"brooklyn",1729.26192031,348.51906394549
"230 Ashland Place #4C",1300,2,2,"Condo",40.68830109,-73.97859955,"Fort Greene",1300000,"brooklyn",1000,1293.48080409278
"2100 Bedford Avenue #8J",644,1,1,"Condo",40.65330124,-73.95639801,"Flatbush",580000,"brooklyn",900.621118012,4281.40399253133
"2100 Bedford Avenue #7C",873,2,2,"Condo",40.65330124,-73.95639801,"Flatbush",850000,"brooklyn",973.654066438,4281.40399253133
"2100 Bedford Avenue #7D",858,2,2,"Condo",40.65330124,-73.95639801,"Flatbush",8e+05,"brooklyn",932.400932401,4281.40399253133
"2100 Bedford Avenue #6J",827,2,2,"Condo",40.65330124,-73.95639801,"Flatbush",725000,"brooklyn",876.662636034,4281.40399253133
"2100 Bedford Avenue #6H",814,1,1,"Condo",40.65330124,-73.95639801,"Flatbush",705000,"brooklyn",866.093366093,4281.40399253133
"2100 Bedford Avenue #5G",1034,2,2,"Condo",40.65330124,-73.95639801,"Flatbush",875000,"brooklyn",846.228239845,4281.40399253133
"167 Madison Street #B",1417,2,2,"Condo",40.684724,-73.952384,"Bedford-Stuyvesant",1099000,"brooklyn",775.582215949,2497.51156489368
"2100 Bedford Avenue #6C",1013,2,2,"Condo",40.65330124,-73.95639801,"Flatbush",910000,"brooklyn",898.321816387,4281.40399253133
"2100 Bedford Avenue #5C",1013,2,2,"Condo",40.65330124,-73.95639801,"Flatbush",9e+05,"brooklyn",888.450148075,4281.40399253133
"2100 Bedford Avenue #2F",643,1,1,"Condo",40.65330124,-73.95639801,"Flatbush",540000,"brooklyn",839.813374806,4281.40399253133
"2100 Bedford Avenue #2A",1031,2,2,"Condo",40.65330124,-73.95639801,"Flatbush",835000,"brooklyn",809.893307468,4281.40399253133
"1769 East 13th Street #2B",1110,2,2,"Condo",40.60639954,-73.95939636,"Homecrest",728000,"brooklyn",655.855855856,2919.27068407654
"1095 Shore Pkwy #2B",825,1,2,"Co-op",40.60350037,-74.01599884,"Bath Beach",555000,"brooklyn",672.727272727,332.494467609944
"1769 East 13th Street #2A",1110,2,2,"Condo",40.60639954,-73.95939636,"Homecrest",728000,"brooklyn",655.855855856,2919.27068407654
